ID Sensor,ID Vaca,Longitud,Latitud,Fecha/Hora
353,353,-62.322032,-31.919193,2023-02-23T10:27:24.815Z
354,354,-62.361569,-31.878594,2023-02-23T10:27:24.815Z
355,355,-62.395967,-31.870855,2023-02-23T10:27:24.815Z
356,356,-62.299268,-31.850866,2023-02-23T10:27:24.815Z
357,357,-62.284637,-31.887513,2023-02-23T10:27:24.815Z
358,358,-62.454343,-31.947163,2023-02-23T10:27:24.815Z
359,359,-62.306233,-31.935767,2023-02-23T10:27:24.815Z
360,360,-62.344997,-31.914647,2023-02-23T10:27:24.815Z
361,361,-62.288943,-31.887197,2023-02-23T10:27:24.815Z
362,362,-62.340380,-31.932701,2023-02-23T10:27:24.815Z
363,363,-62.323759,-31.937573,2023-02-23T10:27:24.815Z
364,364,-62.321842,-31.928697,2023-02-23T10:27:24.815Z
365,365,-62.277624,-31.938557,2023-02-23T10:27:24.815Z
366,366,-62.465183,-31.911969,2023-02-23T10:27:24.816Z
367,367,-62.355051,-31.853937,2023-02-23T10:27:24.816Z
368,368,-62.300968,-31.948492,2023-02-23T10:27:24.816Z
369,369,-62.431846,-31.940278,2023-02-23T10:27:24.816Z
370,370,-62.285687,-31.918418,2023-02-23T10:27:24.816Z
371,371,-62.437316,-31.870583,2023-02-23T10:27:24.816Z
372,372,-62.315098,-31.904593,2023-02-23T10:27:24.816Z
373,373,-62.412154,-31.939663,2023-02-23T10:27:24.816Z
374,374,-62.362555,-31.879038,2023-02-23T10:27:24.816Z
375,375,-62.440677,-31.922911,2023-02-23T10:27:24.816Z
376,376,-62.272942,-31.913562,2023-02-23T10:27:24.816Z
377,377,-62.343467,-31.839788,2023-02-23T10:27:24.816Z
378,378,-62.311739,-31.917644,2023-02-23T10:27:24.816Z
379,379,-62.364967,-31.930088,2023-02-23T10:27:24.816Z
380,380,-62.453910,-31.872639,2023-02-23T10:27:24.816Z
381,381,-62.462520,-31.920554,2023-02-23T10:27:24.816Z
382,382,-62.370162,-31.891412,2023-02-23T10:27:24.816Z
383,383,-62.335477,-31.909390,2023-02-23T10:27:24.816Z
384,384,-62.407002,-31.878799,2023-02-23T10:27:24.816Z
385,385,-62.328147,-31.910829,2023-02-23T10:27:24.816Z
386,386,-62.406337,-31.895974,2023-02-23T10:27:24.816Z
387,387,-62.321299,-31.880144,2023-02-23T10:27:24.816Z
388,388,-62.415373,-31.899018,2023-02-23T10:27:24.816Z
389,389,-62.323646,-31.857960,2023-02-23T10:27:24.816Z
390,390,-62.423580,-31.911526,2023-02-23T10:27:24.816Z
391,391,-62.351230,-31.942674,2023-02-23T10:27:24.816Z
392,392,-62.461510,-31.850228,2023-02-23T10:27:24.816Z
393,393,-62.348175,-31.846856,2023-02-23T10:27:24.816Z
394,394,-62.371390,-31.871889,2023-02-23T10:27:24.816Z
395,395,-62.441689,-31.878904,2023-02-23T10:27:24.816Z
396,396,-62.344843,-31.905523,2023-02-23T10:27:24.816Z
397,397,-62.283340,-31.930520,2023-02-23T10:27:24.816Z
398,398,-62.354705,-31.913493,2023-02-23T10:27:24.816Z
399,399,-62.361944,-31.842757,2023-02-23T10:27:24.816Z
400,400,-62.420958,-31.924797,2023-02-23T10:27:24.816Z
401,401,-62.338796,-31.893855,2023-02-23T10:27:24.816Z
402,402,-62.286093,-31.889603,2023-02-23T10:27:24.816Z
403,403,-62.355543,-31.929803,2023-02-23T10:27:24.816Z
404,404,-62.367556,-31.838085,2023-02-23T10:27:24.816Z
405,405,-62.390048,-31.838870,2023-02-23T10:27:24.816Z
406,406,-62.462155,-31.901342,2023-02-23T10:27:24.816Z
407,407,-62.365293,-31.877361,2023-02-23T10:27:24.816Z
408,408,-62.277474,-31.846122,2023-02-23T10:27:24.816Z
409,409,-62.430432,-31.865995,2023-02-23T10:27:24.816Z
410,410,-62.470736,-31.896244,2023-02-23T10:27:24.816Z
411,411,-62.356809,-31.930954,2023-02-23T10:27:24.816Z
412,412,-62.444015,-31.909939,2023-02-23T10:27:24.816Z
413,413,-62.343484,-31.945630,2023-02-23T10:27:24.816Z
414,414,-62.365259,-31.885987,2023-02-23T10:27:24.816Z
415,415,-62.275999,-31.935493,2023-02-23T10:27:24.816Z
416,416,-62.291066,-31.893482,2023-02-23T10:27:24.816Z
417,417,-62.285165,-31.914482,2023-02-23T10:27:24.816Z
418,418,-62.317591,-31.895572,2023-02-23T10:27:24.816Z
419,419,-62.431083,-31.898583,2023-02-23T10:27:24.816Z
420,420,-62.461597,-31.951520,2023-02-23T10:27:24.816Z
421,421,-62.286338,-31.904054,2023-02-23T10:27:24.816Z
422,422,-62.406751,-31.918418,2023-02-23T10:27:24.816Z
